,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity
primary.dMass,0.09,0.0,0.21,0.0
secondary.dMass,0.0,0.11,0.34,0.0
primary.dObliquity,0.0,0.0,0.0,0.0
secondary.dObliquity,0.0,0.0,0.0,0.0
primary.dRotPeriod,0.03,0.0,0.0,0.01
secondary.dRotPeriod,0.0,0.0,0.29,0.0
secondary.dEcc,0.04,0.03,0.0,0.21
secondary.dOrbPeriod,0.34,0.34,0.45,0.17
primary.dTidalTau,0.04,0.0,0.25,0.2
