,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,,,,0.11,,,
secondary.dMass,,,,0.11,,,
primary.dRotPeriod,,,,0.03,,,
secondary.dRotPeriod,,,,0.01,,,
secondary.dEcc,,,,0.32,,,
primary.dTidalTau,,,,0.8,,,
