,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.01,0.01,0.0,0.04,0.08,0.0,0.45
secondary.dMass,0.0,0.01,0.0,0.0,0.0,0.12,0.44
primary.dRotPeriod,0.72,0.0,0.0,0.0,0.31,0.0,0.0
secondary.dRotPeriod,0.0,0.7,0.01,0.0,0.0,0.4,0.0
secondary.dEcc,0.06,0.0,0.03,0.83,0.0,0.0,0.01
primary.dTidalQ,0.01,0.0,0.11,0.06,0.0,0.0,0.0
