,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity
primary.dMass,0.0,0.0,0.0,0.01
secondary.dMass,0.01,0.0,0.0,0.0
primary.dObliquity,0.0,0.0,0.0,0.0
secondary.dObliquity,0.0,0.0,0.0,0.0
primary.dRotPeriod,0.53,0.0,0.0,0.0
secondary.dRotPeriod,0.0,0.52,0.0,0.0
secondary.dEcc,0.02,0.01,0.0,0.65
secondary.dOrbPeriod,0.11,0.08,0.97,0.1
primary.dTidalQ,0.04,0.03,0.0,0.05
