,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.01,0.0,0.0,0.01,0.16,0.0,0.45
secondary.dMass,0.03,0.0,0.0,0.0,0.01,0.05,0.45
primary.dRotPeriod,0.21,0.01,0.06,0.01,0.56,0.0,0.0
secondary.dRotPeriod,0.0,0.16,0.03,0.0,0.0,0.09,0.0
secondary.dEcc,0.05,0.05,0.03,0.54,0.0,0.0,0.01
primary.dTidalTau,0.59,0.56,0.06,0.24,0.03,0.02,0.0
