,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.02,0.03,0.24,0.07,0.73,0.0,0.54
secondary.dMass,0.02,0.02,0.04,0.02,0.0,0.33,0.54
primary.dRotPeriod,0.91,0.0,0.03,0.01,1.0,0.0,0.0
secondary.dRotPeriod,0.0,0.91,0.03,0.0,0.0,0.72,0.0
secondary.dEcc,0.12,0.11,0.62,0.85,0.01,0.0,0.02
primary.dTidalQ,0.29,0.28,0.99,0.24,0.06,0.09,0.01
