,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.02,0.04,0.07,0.06,0.77,0.05,0.53
secondary.dMass,0.03,0.04,0.09,0.08,0.0,0.3,0.54
primary.dRotPeriod,0.75,0.0,0.0,0.0,0.93,0.0,0.0
secondary.dRotPeriod,0.0,0.7,0.0,0.0,0.0,0.66,0.0
secondary.dEcc,0.31,0.31,0.61,0.55,0.01,0.01,0.03
primary.dTidalQ,0.48,0.49,0.68,0.62,0.11,0.24,0.01
