,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.01,0.01,0.01,0.02,0.34,0.0,0.46
secondary.dMass,0.02,0.01,0.0,0.01,0.01,0.1,0.45
primary.dRotPeriod,0.43,0.0,0.06,0.0,0.38,0.0,0.0
secondary.dRotPeriod,0.0,0.36,0.03,0.0,0.0,0.04,0.0
secondary.dEcc,0.12,0.12,0.16,0.55,0.0,0.0,0.01
primary.dTidalTau,0.11,0.05,0.13,0.24,0.01,0.0,0.0
