,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.05,0.02,0.0,0.01,0.82,0.0,0.45
secondary.dMass,0.03,0.03,0.0,0.03,0.0,0.83,0.45
primary.dRotPeriod,0.0,0.0,0.08,0.02,0.01,0.0,0.0
secondary.dRotPeriod,0.0,0.0,0.04,0.01,0.0,0.0,0.0
secondary.dEcc,0.12,0.14,0.21,0.18,0.04,0.05,0.01
primary.dTidalTau,0.56,0.54,0.02,0.46,0.04,0.04,0.0
