,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.0,0.01,0.0,0.01,0.09,0.0,0.45
secondary.dMass,0.03,0.01,0.0,0.0,0.0,0.04,0.45
primary.dRotPeriod,0.06,0.01,0.06,0.01,0.61,0.0,0.0
secondary.dRotPeriod,0.0,0.03,0.02,0.0,0.0,0.14,0.0
secondary.dEcc,0.03,0.03,0.01,0.46,0.0,0.0,0.01
primary.dTidalTau,0.82,0.81,0.01,0.29,0.06,0.05,0.0
