,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity
primary.dMass,,,,0.0
secondary.dMass,,,,0.01
primary.dObliquity,,,,0.0
secondary.dObliquity,,,,0.0
primary.dRotPeriod,,,,0.0
secondary.dRotPeriod,,,,0.0
secondary.dEcc,,,,0.18
secondary.dOrbPeriod,,,,0.17
primary.dTidalTau,,,,0.21
